city,date,Temperature,DewPoint,Humidity,WindSpeed,Pressure,Precipitation,intervention
Saint Louis,7/15/20,79.6,70.6,74.5,10.8,29.3,0,1
Saint Louis,7/16/20,76.4,66.7,72.9,6.7,29.4,1.34,1
Saint Louis,7/17/20,81.3,72.6,75,7.2,29.4,0,1
Saint Louis,7/18/20,85.1,71.2,65.2,9.3,29.4,0.6,1
Saint Louis,7/19/20,83.7,73.2,71.5,12.3,29.3,0,1
Saint Louis,7/20/20,79.8,70.9,74.9,4.8,29.4,0.93,1
Saint Louis,7/21/20,78.8,71.3,78.8,8.4,29.3,0.02,1
Saint Louis,7/22/20,81.1,71.4,73.4,4.6,29.3,0.43,1
Saint Louis,7/23/20,82.6,72.4,72.4,4,29.4,0,1
Saint Louis,7/24/20,83,71.5,69.3,5.9,29.4,0,1
Saint Louis,7/25/20,85.3,72.2,66,6.8,29.4,0,1
Saint Louis,7/26/20,87.3,71.7,60.8,9.4,29.4,0,1
Saint Louis,7/27/20,79.5,72.3,79,6.7,29.3,0,1
Saint Louis,7/28/20,80.9,64.7,60.9,5.1,29.3,0.29,1
Saint Louis,7/29/20,79.7,71.6,77.6,6.8,29.3,0,1
Saint Louis,7/30/20,76.4,72.4,87.6,8.8,29.2,3.39,1
Saint Louis,7/31/20,70.8,66.3,85.5,10,29.2,0.72,1
Saint Louis,8/1/20,71.1,64.2,79.2,6.9,29.2,1.25,1
Saint Louis,8/2/20,76.3,65.4,70.2,5.4,29.3,0.01,1
Saint Louis,8/3/20,72,64.8,78.3,7.6,29.4,0,1
Saint Louis,8/4/20,67,57.6,72.8,6.8,29.4,0.02,1
Saint Louis,8/5/20,69.4,54.5,61.5,3.2,29.4,0,1
Saint Louis,8/6/20,72,56.6,60.5,4.5,29.4,0,1
Saint Louis,8/7/20,76.3,60.5,59.4,9,29.4,0,1
Saint Louis,8/8/20,79.4,69.5,72.4,10,29.4,0,1
Saint Louis,8/9/20,76.9,70,80.7,11.4,29.4,3.75,1
Saint Louis,8/10/20,79.8,70.6,74.9,13.3,29.3,0.07,1
Saint Louis,8/11/20,76.1,69.3,79.8,3.4,29.3,0.75,1
Saint Louis,8/12/20,78.3,70.8,78.5,7,29.4,0,1
Saint Louis,8/13/20,79.5,71.5,77.2,6.8,29.4,0.03,1
Saint Louis,8/14/20,81,70.2,71,5,29.3,0,1
Saint Louis,8/15/20,81.6,70.9,71.1,5.3,29.3,0,1
Saint Louis,8/16/20,76.1,60.7,60.4,6.3,29.4,0.01,1
Saint Louis,8/17/20,79.2,64,61.7,8,29.4,0,1
Saint Louis,8/18/20,75.7,63.8,67.7,9.4,29.3,0,1
Saint Louis,8/19/20,72.8,54.3,53.3,7.9,29.4,0,1
Saint Louis,8/20/20,73.2,56.4,56.8,4.1,29.3,0,1
Saint Louis,8/21/20,75.4,59.8,60.4,3.8,29.3,0,1
Saint Louis,8/22/20,78.4,62.6,60.2,3.8,29.3,0,1
Saint Louis,8/23/20,83.3,65.1,55.8,7.4,29.3,0,1
Saint Louis,8/24/20,85.8,66.6,54.4,3.8,29.4,0,1
Saint Louis,8/25/20,84.5,68.6,60.2,4.8,29.4,0,1
Saint Louis,8/26/20,83.5,71,66.6,7,29.3,0,1
Saint Louis,8/27/20,82.8,73,72.3,7.7,29.3,0,1
Saint Louis,8/28/20,82,71.4,70.6,7.6,29.1,0,1
Saint Louis,8/29/20,77.8,67.7,71.1,7.8,29.2,0,1
Saint Louis,8/30/20,72.8,59.1,63.5,4.8,29.2,0,1
Saint Louis,8/31/20,73.4,65.4,73.7,6.8,29.1,0,1
Saint Louis,9/1/20,72.3,67.4,84.5,7.3,29.2,0,1
Saint Louis,9/2/20,74.9,68.5,80.8,3.6,29.2,0.44,1
Saint Louis,9/3/20,75.7,66.5,75.7,7,29.2,0,1
Saint Louis,9/4/20,71.9,51.5,50.9,2.7,29.5,0.02,1
Saint Louis,9/5/20,76,60.5,60.1,5,29.6,0,1
Saint Louis,9/6/20,80,67.6,66.8,11.1,29.4,0,1
Saint Louis,9/7/20,82.2,68.1,63,10.4,29.2,0,1
Saint Louis,9/8/20,79.1,68.7,71.1,8,29.3,0,1
Saint Louis,9/9/20,73.7,67.4,81.8,5.8,29.5,0.02,1
Saint Louis,9/10/20,74.5,68.5,81.7,6.6,29.6,0,1
Saint Louis,9/11/20,76.6,67.9,75.9,8.8,29.5,0,1
Saint Louis,9/12/20,73.8,68,82.4,7.7,29.3,0,1
Saint Louis,9/13/20,69,60.3,75.3,5.8,29.4,0.02,1
Saint Louis,9/14/20,71.6,56.7,61.6,5.9,29.6,0,1
Saint Louis,9/15/20,69.3,57.3,67,6.1,29.5,0,1
Saint Louis,9/16/20,69.8,56.5,64.5,2.5,29.4,0,1
Saint Louis,9/17/20,69.6,59.7,72,8.4,29.4,0,1
Saint Louis,9/18/20,64.2,46.3,53.9,9,29.6,0,1
Saint Louis,9/19/20,59.7,39.8,50,5.7,29.6,0,1
Saint Louis,9/20/20,62.5,43.3,52.5,6,29.6,0,1
Saint Louis,9/21/20,66.3,49.8,56.9,6.3,29.6,0,1
Saint Louis,9/22/20,67,53.7,64.2,4.5,29.5,0,1
Saint Louis,9/23/20,66.3,57,72.7,4.2,29.4,0,1
Saint Louis,9/24/20,66.1,54.8,68,4,29.3,0,1
Saint Louis,9/25/20,69,57.9,69.5,5.9,29.3,0,1
Saint Louis,9/26/20,71.8,60.2,69.5,10.2,29.2,0,1
Saint Louis,9/27/20,69.8,60.1,72.3,9.3,29.2,0,1
Saint Louis,9/28/20,58.1,51.1,79,9.7,29.2,0.36,1
Saint Louis,9/29/20,57.6,45.8,66.3,8.2,29.3,0.04,1
Saint Louis,9/30/20,65.6,42.2,44.6,13.2,29.2,0,1
Saint Louis,10/1/20,56.5,39.1,54.5,9.8,29.5,0,1
Saint Louis,10/2/20,52.1,39,62.6,4.2,29.5,0,1
Saint Louis,10/3/20,52.8,45.2,75.8,6.1,29.5,0,1
Saint Louis,10/4/20,52.4,41.6,69.7,9.7,29.5,0.06,1
Saint Louis,10/5/20,53.5,34,52.1,5.5,29.5,0,1
Saint Louis,10/6/20,64.5,48.8,57.9,6.6,29.4,0,1
Saint Louis,10/7/20,72.4,57.8,63,6.7,29.3,0,1
Saint Louis,10/8/20,71.7,51.8,53.1,4.6,29.4,0,1
Saint Louis,10/9/20,73.4,60,65.1,7.9,29.3,0,1
Saint Louis,10/10/20,70.5,61.3,73.3,2.9,29.3,0,1
Saint Louis,10/11/20,71.5,60.9,72.1,4.7,29.2,0,1
Saint Louis,10/12/20,66.8,51.4,61.1,12.3,29.2,0,1
Saint Louis,10/13/20,63.3,37.9,44.4,6.6,29.4,0,1
Saint Louis,10/14/20,69.4,42,42.3,10.6,29.2,0,1
Saint Louis,10/15/20,54.9,34,46.1,9.3,29.4,0,1
Saint Louis,10/16/20,49.8,26.2,44.8,7.4,29.6,0,1
Saint Louis,10/17/20,59.3,29,33.3,13.5,29.4,0,1
Saint Louis,10/18/20,51.7,41.2,70.8,10.2,29.5,0,1
Saint Louis,10/19/20,45.8,41,83.4,8.6,29.5,1.31,1
Saint Louis,10/20/20,52.2,48.4,86.6,8.6,29.4,0.08,1
Saint Louis,10/21/20,54.6,51.5,89,7.4,29.4,0.49,1
Saint Louis,10/22/20,70.2,60.3,73.8,10.2,29.3,0.08,1
Saint Louis,10/23/20,52.4,46.7,81.3,12.8,29.4,0,1
Saint Louis,10/24/20,45.9,33.4,62,10.2,29.5,0.18,1
Saint Louis,10/25/20,48.3,38,67.7,7,29.4,0,1
Saint Louis,10/26/20,39.9,35.3,84,8.8,29.6,0,1
Saint Louis,10/27/20,39,35.5,87.3,6.7,29.6,0.63,1
Saint Louis,10/28/20,45,41.1,86,5,29.4,0.06,1
Saint Louis,10/29/20,45.6,39.4,79.1,11.6,29.2,0.69,1
Saint Louis,10/30/20,43.2,32.7,68.6,4.6,29.6,0.09,1
Saint Louis,10/31/20,52,37.8,60.7,10.2,29.5,0,1
Atlanta,2/20/20,42.2,37.9,85.1,14.1,29.2,0.15,0
Atlanta,2/21/20,39.4,28.9,67.9,8.4,29.3,0.8,0
Atlanta,2/22/20,42.7,25,52.2,2.4,29.3,0,0
Atlanta,2/23/20,48.3,27.1,45.7,2.3,29.1,0,0
Atlanta,2/24/20,47,41.7,82.6,7.7,28.9,0.02,0
Atlanta,2/25/20,56.1,50.2,82.1,5.4,28.7,1.11,0
Atlanta,2/26/20,48.2,39.9,73.5,10.3,28.8,0,0
Atlanta,2/27/20,40.1,21.5,48.7,13.3,29.1,0,0
Atlanta,2/28/20,42.8,25.8,52.5,10.6,29,0,0
Atlanta,2/29/20,45.4,24.8,47.5,12.8,29.1,0,0
Atlanta,3/1/20,50.5,28.4,44.8,4.8,29.1,0,0
Atlanta,3/2/20,52.6,45.8,79.3,6.2,28.9,0,0
Atlanta,3/3/20,63.2,59.2,87.1,9,28.8,1.1,0
Atlanta,3/4/20,56.1,51.6,85,5.5,28.9,0.36,0
Atlanta,3/5/20,51.1,47.3,86.6,11.5,28.9,1.84,0
Atlanta,3/6/20,49.1,33,58.3,15.2,29.1,0.73,0
Atlanta,3/7/20,45.9,25.4,46.8,7.7,29.3,0,0
Atlanta,3/8/20,50.6,28,43.8,6.1,29.4,0,0
Atlanta,3/9/20,56.3,39.4,54,7.3,29.4,0,0
Atlanta,3/10/20,59.9,51.3,73.9,7.5,29.2,0.03,0
Atlanta,3/11/20,61.4,55.8,82.6,7.4,29,0.02,0
Atlanta,3/12/20,64.9,58.3,80.7,5,28.9,0.27,0
Atlanta,3/13/20,67,58.6,74.2,8.4,29,0,0
Atlanta,3/14/20,67.4,53,60.7,6.6,29.1,0,0
Atlanta,3/15/20,61.6,53.3,74.4,8.5,29.2,0,0
Atlanta,3/16/20,55.6,51,84.4,9,29.2,0.03,0
Atlanta,3/17/20,57,52.2,84.5,4.6,29.1,0,0
Atlanta,3/18/20,64.5,58.1,80.6,5.8,29.1,0,0
Atlanta,3/19/20,65.6,59,81.5,6.8,29.1,0,0
Atlanta,3/20/20,70.7,58.3,66.2,10.3,29.1,0,0
Atlanta,3/21/20,64.3,55.7,74.8,9.3,29.1,0.1,0
Atlanta,3/22/20,55.5,48.4,77.4,10.5,29.2,0,0
Atlanta,3/23/20,56.5,54.1,91.3,6.9,29.1,0.03,0
Atlanta,3/24/20,65.3,60.4,85.6,6.3,28.9,1.45,0
Atlanta,3/25/20,65.9,57.3,75.1,9.7,28.8,1.15,0
Atlanta,3/26/20,65.2,51,62.4,5.7,28.9,0,0
Atlanta,3/27/20,72.2,56.8,60.6,6.8,28.9,0,0
Atlanta,3/28/20,73.9,61.1,65.8,9.4,28.9,0,0
Atlanta,3/29/20,72.1,56.6,61.6,10.8,29,0,0
Atlanta,3/30/20,66.6,38.9,37.3,9.8,29,0,0
Atlanta,3/31/20,56.9,45.2,66.9,10.6,28.7,0,0
Atlanta,4/1/20,51,35,55.4,14.1,28.8,0.34,0
Atlanta,4/2/20,54.6,36.1,52.7,6.6,28.9,0,0
Atlanta,4/3/20,63,36.6,40.8,6.7,28.9,0,4
Atlanta,4/4/20,66.5,41.1,40.8,5.6,28.9,0,4
Atlanta,4/5/20,68.3,47.6,48.6,3.5,28.9,0,4
Atlanta,4/6/20,70,52.8,57.3,6.1,29,0,4
Atlanta,4/7/20,68.4,56.9,67.5,6.7,28.9,0,4
Atlanta,4/8/20,69.2,62.8,80.6,8.2,28.8,0,4
Atlanta,4/9/20,67.9,55.2,68.2,11.9,28.7,0.2,4
Atlanta,4/10/20,57.2,26,31.1,14.8,28.8,0,4
Atlanta,4/11/20,56.8,30.7,40,7,28.9,0,4
Atlanta,4/12/20,63.4,55.8,77.5,11.1,28.8,0,4
Atlanta,4/13/20,67.7,58.3,73,14.3,28.7,0.9,4
Atlanta,4/14/20,58,43.5,60.6,9.5,28.9,0,4
Atlanta,4/15/20,51.9,26.5,39.8,13.1,28.9,0,4
Atlanta,4/16/20,56.5,28.8,36.3,6.8,29.1,0,4
Atlanta,4/17/20,61.2,41.4,50,6.9,29.1,0,4
Atlanta,4/18/20,62,48.5,65.3,10.8,28.9,0.18,4
Atlanta,4/19/20,51.6,46.4,83.5,6.4,28.8,0,4
Atlanta,4/20/20,60,51,75.3,11.2,28.6,2.96,4
Atlanta,4/21/20,63.8,45.4,52.9,11.2,28.8,0,4
Atlanta,4/22/20,61.8,39.4,45.8,6,29,0,4
Atlanta,4/23/20,58.1,53.8,85.8,11.6,28.8,0.15,4
Atlanta,4/24/20,64.1,55.4,74.8,9,28.7,0.63,4
Atlanta,4/25/20,66.8,52.9,63.4,8.8,28.8,0,4
Atlanta,4/26/20,58.8,44,58.6,14.5,28.9,0,4
Atlanta,4/27/20,59.2,38.5,49.8,9.8,29.1,0,4
Atlanta,4/28/20,66.4,44.2,46.7,5.6,29,0,4
Atlanta,4/29/20,64.7,56.4,75.4,11.6,28.8,0,4
Atlanta,4/30/20,57.8,49.9,76.2,8.6,28.8,0.34,4
Atlanta,5/1/20,61.3,41.8,52.1,10.5,28.9,0,4
Atlanta,5/2/20,68.3,44.4,45.2,4.4,29,0,4
Atlanta,5/3/20,72.7,52.1,50.2,7.8,28.9,0,4
Atlanta,5/4/20,74.6,59.3,59.4,6.5,28.9,0,4
Atlanta,5/5/20,74.5,62.5,67,9.4,28.8,0,4
Atlanta,5/6/20,62.4,42.6,49.8,16.5,28.9,0,4
Atlanta,5/7/20,57.5,36.8,49.4,10.1,29,0,4
Atlanta,5/8/20,58.2,45.6,64,7.7,28.9,0,4
Atlanta,5/9/20,54,32.6,48.6,9.9,29.1,0.03,4
Atlanta,5/10/20,59.9,35.7,43.1,5.2,29.1,0,4
Atlanta,5/11/20,59.8,34.2,39.7,12.4,29.1,0,4
Atlanta,5/12/20,61.2,39,45.2,6,29.1,0,4
Atlanta,5/13/20,67.4,50.3,55.7,7.4,29.1,0,4
Atlanta,5/14/20,70.2,56.4,64.3,7.3,29.1,0,4
Atlanta,5/15/20,70.9,56.5,61.8,6.9,29,0,4
Atlanta,5/16/20,73.7,57.9,59.8,5.8,28.9,0,4
Atlanta,5/17/20,73.5,62.3,70,6.9,28.9,0,4
Atlanta,5/18/20,71.2,65.5,82.5,7.1,28.8,1.04,4
Atlanta,5/19/20,68.3,59.4,75.2,8.7,28.7,0.38,4
Atlanta,5/20/20,59.9,54.5,82.5,12.1,28.8,0.22,4
Atlanta,5/21/20,63.9,55.1,74.4,5.6,28.9,0,4
Atlanta,5/22/20,72.5,62.7,72.5,6.7,29,0.01,4
Atlanta,5/23/20,76.3,65.8,71,5.1,29,0.28,4
Atlanta,5/24/20,77.2,64,64.5,4.5,29,0,4
Atlanta,5/25/20,74.2,65.3,75.2,8.4,29,0.68,4
Atlanta,5/26/20,70.4,64.6,81.7,11.7,28.9,0,4
Atlanta,5/27/20,69.2,64.8,85.7,10.7,28.9,0.07,4
Atlanta,5/28/20,74.1,66.9,80,5.5,28.9,1.42,3
Atlanta,5/29/20,75.1,67.9,78.8,4.5,28.9,0.01,3
Atlanta,5/30/20,77,62.6,63.8,7.6,28.9,0.05,3
Atlanta,5/31/20,74.6,56.3,54.3,7.9,29,0,3
Atlanta,6/1/20,73.4,59.4,62.5,9.7,29.1,0,3
Atlanta,6/2/20,75.8,60.3,59.8,5.8,29.1,0,3
Atlanta,6/3/20,78.3,65.1,64.6,6,28.9,0,3
Atlanta,6/4/20,77.9,66.5,70,7.7,28.9,0,3
Atlanta,6/5/20,75.9,68.1,77.1,7.4,28.9,0,3
Atlanta,6/6/20,76.8,68.3,75.9,4.7,28.9,0.26,3
Atlanta,6/7/20,77.4,68.4,74.6,6.1,28.9,0.12,3
Atlanta,6/8/20,78,70.6,78.4,8,28.9,0,3
Atlanta,6/9/20,77.2,70.6,80.3,7.9,28.9,0,3
Atlanta,6/10/20,76.3,71.5,85,8.8,28.9,0.32,3
Atlanta,6/11/20,75.6,62.8,65.7,11.2,29,0.71,3
Atlanta,6/12/20,76.8,60.8,58.5,9.3,29,0,3
Atlanta,6/13/20,78.2,57.3,50.5,7.2,29,0.01,3
Atlanta,6/14/20,72,60.3,67.3,8.2,29.1,0,3
Atlanta,6/15/20,69,59.6,72.6,10.1,29.1,0.4,3
Atlanta,6/16/20,66.1,54.6,67,11.2,29.1,0,3
Atlanta,6/17/20,67.2,55.8,67.2,5.3,29,0,3
Atlanta,6/18/20,73,58.9,62.8,4.3,29,0,3
Atlanta,6/19/20,77,61.2,59.4,4.3,29,0,3
Atlanta,6/20/20,79.6,61.8,56.5,4.3,29,0,3
Atlanta,6/21/20,77.8,65.1,67,6.2,28.9,0,3
Atlanta,6/22/20,75.6,67.2,76.3,5,28.9,0.02,3
Atlanta,6/23/20,76.5,68,75.8,10.1,28.9,0.1,3
Atlanta,6/24/20,75.1,66.5,75.1,8.3,28.9,0.02,3
Atlanta,6/25/20,74.4,68.4,82.3,7,29,0.23,3
Atlanta,6/26/20,75.8,64.7,69.5,9.5,29.1,0.24,3
Atlanta,6/27/20,74.7,65.5,73.8,9.6,29,0,3
Atlanta,6/28/20,81.2,70.2,70.6,10,28.9,0.17,3
Atlanta,6/29/20,81.8,68,64.2,8.1,28.9,0,3
Atlanta,6/30/20,77.5,67.7,72.8,7.7,28.9,0,3
Atlanta,7/1/20,75.1,67.3,77.1,9.2,28.9,0.04,3
Atlanta,7/2/20,79.5,69.2,71.7,9.4,28.8,0.04,3
Atlanta,7/3/20,82.8,68,62.8,5.2,28.9,0.16,3
Atlanta,7/4/20,81.9,69.1,66.3,3.8,28.9,0,3
Atlanta,7/5/20,82,67.6,64.2,6.6,28.9,0.01,3
Atlanta,7/6/20,76.5,69.8,81,9.5,28.9,0,3
Atlanta,7/7/20,77.7,70,77.9,7.7,28.9,1.21,3
Atlanta,7/8/20,78.9,70.1,74.8,6,28.9,0,3
Atlanta,7/9/20,79.1,70.1,75.3,6.2,28.8,0,3
Atlanta,7/10/20,80.7,71.6,75.4,5.6,28.9,0.2,4
Atlanta,7/11/20,82.4,64.4,56.9,12,28.8,0.01,4
Atlanta,7/12/20,78.7,65.8,65.5,7,28.8,0,4
Atlanta,7/13/20,77.2,67.1,73.1,8.1,28.8,0,4
Atlanta,7/14/20,83,66.3,58.8,5,28.9,0,4
Atlanta,7/15/20,82,70.1,68.2,3.9,29,0,4
Atlanta,7/16/20,81.4,70.2,70.4,4.5,29,0.21,4
Atlanta,7/17/20,85.1,69.6,61.4,4.6,29.1,0,4
Atlanta,7/18/20,84.8,69.4,61,5.7,29,0,4
Atlanta,7/19/20,84.9,69,60.4,3.5,29,0,4
Atlanta,7/20/20,85.1,69,59.8,6.8,28.9,0,4
Atlanta,7/21/20,83.2,70.3,66.7,6.5,29,0.07,4
Atlanta,7/22/20,82.4,69.8,67.7,4.1,29,0.04,4
Atlanta,7/23/20,83.4,68,61.2,5.4,29.1,0,4
Atlanta,7/24/20,80.1,68.5,69,4.8,29.1,0,4
Atlanta,7/25/20,79.2,68.6,71.2,5.9,29.1,0,4
Atlanta,7/26/20,80.3,67.9,67.4,3.6,29.1,0.06,4
Atlanta,7/27/20,83.6,69,63.2,6.2,29,0,4
Atlanta,7/28/20,82,69.8,67.3,6.4,28.9,0,4
Atlanta,7/29/20,77.7,71.3,81,6.8,28.9,0,4
Atlanta,7/30/20,79.3,72,78.8,9,28.9,0.58,4
Atlanta,7/31/20,83,71.4,69,9.2,28.9,0.01,4
Atlanta,8/1/20,81.6,69,67,7.6,28.9,0,4
Atlanta,8/2/20,82.6,68.6,64.1,4.4,28.9,0,4
Atlanta,8/3/20,78.7,68.8,72.1,7.3,28.9,0,4
Atlanta,8/4/20,78.5,66,68.1,4.9,28.9,0.13,4
Atlanta,8/5/20,81.8,67.1,61.9,6.8,28.9,0,4
Atlanta,8/6/20,81.6,68.7,66.4,6.7,28.9,0.09,4
Atlanta,8/7/20,82.1,68.3,64.4,5.9,29,0,4
Atlanta,8/8/20,82.5,67.8,63.5,3.8,29,0,4
Atlanta,8/9/20,85.2,67.3,57.5,5.3,29,0,4
Atlanta,8/10/20,79.3,69.1,72.2,7.6,29,0,4
Atlanta,8/11/20,80.9,69.9,71,7,28.9,0.18,4
Atlanta,8/12/20,80.4,69.7,71.4,5.4,28.9,0,4
Atlanta,8/13/20,81.2,70.1,71.1,7.2,28.9,0.09,4
Atlanta,8/14/20,76.4,70.3,82,5.3,28.9,0.71,4
Atlanta,8/15/20,77.2,70.8,81.4,6,28.8,0.1,4
Atlanta,8/16/20,81,66.9,64.8,8.3,28.9,0.32,4
Atlanta,8/17/20,81.8,67.1,62.2,6.9,28.9,0,4
Atlanta,8/18/20,79.9,63.5,58.6,7.3,28.9,0,4
Atlanta,8/19/20,76.3,66.9,73.6,7.5,28.8,0,4
Atlanta,8/20/20,74.8,67.6,78.9,8.1,28.9,0.64,4
Atlanta,8/21/20,73.6,68,83.2,6.3,28.8,0.44,4
Atlanta,8/22/20,75.4,67.6,78.2,4.4,28.9,0.09,4
Atlanta,8/23/20,76.4,69.2,79.4,4.5,29,0.06,4
Atlanta,8/24/20,76.3,71,83.9,8.3,29,0.07,4
Atlanta,8/25/20,74.3,71.3,90.3,7.2,29,0.16,4
Atlanta,8/26/20,78.3,72.5,82.6,4.8,29,1.11,4
Atlanta,8/27/20,81.1,71.6,74.1,5.6,29,0.02,4
Atlanta,8/28/20,79.2,72.9,81.6,7.2,28.9,0,4
Atlanta,8/29/20,80.5,71.9,75.7,11.4,28.8,0.12,4
Atlanta,8/30/20,78.2,71.9,82.4,7.3,28.8,0,4
Atlanta,8/31/20,78.3,72.1,82.2,3.3,28.8,2.71,4
Atlanta,9/1/20,80.5,72.8,77.6,4.1,28.9,0,4
Atlanta,9/2/20,80.5,72,77.1,7,28.9,0.13,4
Atlanta,9/3/20,81.9,70.2,69.1,7.5,28.9,0,4
Atlanta,9/4/20,82.4,69.8,67,8.8,29,0,4
Atlanta,9/5/20,78.6,61.4,58,8.8,29.1,0,4
Atlanta,9/6/20,75.8,57.9,54.4,8.4,29.1,0,4
Atlanta,9/7/20,75,57.2,55.1,7.6,28.9,0,4
Atlanta,9/8/20,75.6,61.1,62,7.9,28.9,0,4
Atlanta,9/9/20,76.6,65.6,68.9,10.8,29,0,4
Atlanta,9/10/20,78.5,70.6,77.2,9.4,29.1,0,4
Atlanta,9/11/20,81.3,70.9,71.8,7.6,29,0,4
Atlanta,9/12/20,78.7,71.8,80,8.7,28.9,0,3
Atlanta,9/13/20,77.7,69.7,77.1,8.9,29,0.02,3
Atlanta,9/14/20,79.3,70.3,74.5,8.5,29,0,3
Atlanta,9/15/20,72,65.8,80.9,16.1,29,0,3
Atlanta,9/16/20,66.1,61.2,84.5,16.9,28.9,0.19,3
Atlanta,9/17/20,70.4,66.9,89,14.8,28.7,3.89,3
Atlanta,9/18/20,73,65.1,77.4,8,28.9,0.1,3
Atlanta,9/19/20,68.1,57.4,68.6,12,29,0,3
Atlanta,9/20/20,62.9,48,59.4,15.5,29.2,0,3
Atlanta,9/21/20,61.7,45.6,57.5,14.8,29.2,0,3
Atlanta,9/22/20,61.3,49.6,66.7,6.8,29.1,0,3
Atlanta,9/23/20,68.2,54.2,62.5,4,29,0,3
Atlanta,9/24/20,66.3,62.4,87.3,8.5,28.9,0,3
Atlanta,9/25/20,71.9,66.8,84.2,6.7,28.9,0.99,3
Atlanta,9/26/20,72.1,64.7,78.7,1.9,28.9,0,3
Atlanta,9/27/20,72.8,67.6,84,6.3,28.9,0,3
Atlanta,9/28/20,73.8,66.4,79,6.8,28.8,0.01,3
Atlanta,9/29/20,60.7,56.6,86.5,10.5,28.8,0.07,3
Atlanta,9/30/20,61.3,49.4,67.4,6.8,28.9,0.27,3
Atlanta,10/1/20,66.3,52.7,63.7,7.7,28.9,0,3
Atlanta,10/2/20,59.8,41.6,54,9,29,0,3
Atlanta,10/3/20,60.1,44.8,59.3,6.5,29.1,0,3
Atlanta,10/4/20,62,48.6,63,5,29.1,0,3
Atlanta,10/5/20,65.1,53.2,68,5,29.1,0,3
Atlanta,10/6/20,68.3,57.4,70,5.1,29,0,3
Atlanta,10/7/20,71.3,61.1,71.7,4.7,29,0,3
Atlanta,10/8/20,71.3,57.4,63.8,4.2,29,0,3
Atlanta,10/9/20,69.4,63,80.2,9.3,29,0,3
Atlanta,10/10/20,71.3,68.8,91.6,9.7,28.8,0.64,3
Atlanta,10/11/20,72,68,87.2,8.5,28.7,4.04,3
Atlanta,10/12/20,72.7,67,83,6.3,28.8,0.05,3
Atlanta,10/13/20,70.1,60,72.6,10.4,28.9,0,3
Atlanta,10/14/20,67.6,53.9,62.8,7.3,29,0,3
Atlanta,10/15/20,69.9,62.3,77.9,6.1,28.9,0,3
Atlanta,10/16/20,61.3,48,63.2,11.5,29,0,3
Atlanta,10/17/20,56,37.8,51.6,9.5,29.2,0,3
Atlanta,10/18/20,59.4,48.5,68,8.9,29.2,0,3
Atlanta,10/19/20,63.5,53.9,72.3,7.1,29.1,0,3
Atlanta,10/20/20,67.8,57.4,70.8,7.3,29.1,0,3
Atlanta,10/21/20,70.2,62.5,77.5,8.6,29.1,0,3
Atlanta,10/22/20,70.5,63.4,79.2,8.4,29.1,0,3
Atlanta,10/23/20,71.3,63.4,77.7,6,29,0,3
Atlanta,10/24/20,69.4,65.2,86.9,6.5,28.9,0,3
Atlanta,10/25/20,69.3,64.3,84.6,4.5,28.9,2.48,3
Atlanta,10/26/20,67.1,64.2,90.6,6.8,29,0.02,3
Atlanta,10/27/20,68.3,64.4,87.5,6.1,29.1,0,3
Atlanta,10/28/20,72.5,69.1,89.3,7.2,28.9,0.11,3
Atlanta,10/29/20,73,64.3,75.8,18.8,28.6,0.89,3
Atlanta,10/30/20,54.4,42,64.2,14.8,29,0,3
Atlanta,10/31/20,55.6,42.6,62.5,11.3,29.2,0,3